S.N,Subject Name_ES,Password,BTE short name,Paper code,Group Name,Subject NameBTE,# Topics,# CLOs,CLO time,# PLOs,PLO Time,LABEL FORMULA,CLUSTER,CLUSTER
,,,UPBTE,3.6,UPBTE_3.6,Digital Electronics,43,125,36,115,14,{ifingroup UPBTE_3.6}This Course is designed according to the syllabus of '3.6: Digital Electronics' paper of UPBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,UPBTE,4.2,UPBTE_4.2,Principles of Digital Electronics,43,125,36,115,14,{ifingroup UPBTE_4.2}This Course is designed according to the syllabus of '4.2: Principles of Digital Electronics' paper of UPBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,WBBTE,ETCE-DE-S3,WBBTE_ETCE-DE-S3,Digital Electronics,50,130,38,124,16,{ifingroup WBBTE_ETCE-DE-S3}This Course is designed according to the syllabus of 'ETCE-DE-S3: Digital Electronics' paper of WBBTE. This Course comprises of 50 Topics. 130 Outcomes are taught in approx 38 hours.{/ifingroup},,
,,,WBBTE,EEE-DE-S4,WBBTE_EEE-DE-S4,Digital Electronics,50,130,38,124,16,{ifingroup WBBTE_EEE-DE-S4}This Course is designed according to the syllabus of 'EEE-DE-S4: Digital Electronics' paper of WBBTE. This Course comprises of 50 Topics. 130 Outcomes are taught in approx 38 hours.{/ifingroup},,
,,,WBBTE,2,WBBTE_2,Digital Electronics,45,123,35,111,13,{ifingroup WBBTE_2}This Course is designed according to the syllabus of '2: Digital Electronics' paper of WBBTE. This Course comprises of 45 Topics. 123 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,WBBTE,CST-3-303,WBBTE_CST-3-303,Digital Logic Design,42,120,35,111,14,{ifingroup WBBTE_CST-3-303}This Course is designed according to the syllabus of 'CST-3-303: Digital Logic Design' paper of WBBTE. This Course comprises of 42 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,WBBTE,DT,WBBTE_DT,Digital Techniques,37,111,32,104,13,{ifingroup WBBTE_DT}This Course is designed according to the syllabus of 'DT: Digital Techniques' paper of WBBTE. This Course comprises of 37 Topics. 111 Outcomes are taught in approx 32 hours.{/ifingroup},,
3,Electronic Devices and Circuits,v2ldt-edc,DLBTE,ES-123,DLBTE_ES-123,Electronic Devices and Circuits – I,60,137,48,154,22,{ifingroup DLBTE_ES-123}This Course is designed according to the syllabus of 'ES-123: Electronic Devices and Circuits – I' paper of DLBTE. This Course comprises of 60 Topics. 137 Outcomes are taught in approx 48 hours.{/ifingroup},{ifingroup DLBTE_ES-123}This Course is designed according to the syllabus of 'ES-123: Electronic Devices and Circuits – I' paper of DLBTE. This Course comprises of 60 Topics. 137 Outcomes are taught in approx 48 hours.{/ifingroup}{ifingroup DLBTE_3}This Course is designed according to the syllabus of '3: Basic Electronics' paper of DLBTE. This Course comprises of 76 Topics. 178 Outcomes are taught in approx 54 hours.{/ifingroup}{ifingroup DLBTE_EE-332}This Course is designed according to the syllabus of 'EE-332: Basic Electronics' paper of DLBTE. This Course comprises of 50 Topics. 112 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup GJBTE_3321101}This Course is designed according to the syllabus of '3321101: Electronic Circuits and Applications' paper of GJBTE. This Course comprises of 53 Topics. 112 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup GJBTE_3330905}This Course is designed according to the syllabus of '3330905: Electronic Components and Circuits' paper of GJBTE. This Course comprises of 63 Topics. 149 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup GJBTE_3320701}This Course is designed according to the syllabus of '3320701: Basic Electronics' paper of GJBTE. This Course comprises of 45 Topics. 113 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup MHBTE_22216}This Course is designed according to the syllabus of '22216: Basic Electronics' paper of MHBTE. This Course comprises of 54 Topics. 118 Outcomes are taught in approx 41 hours.{/ifingroup}{ifingroup MHBTE_22213}This Course is designed according to the syllabus of '22213: Elements of Electronics' paper of MHBTE. This Course comprises of 41 Topics. 112 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup MHBTE_22225}This Course is designed according to the syllabus of '22225: Basic Electronics' paper of MHBTE. This Course comprises of 58 Topics. 142 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup MPBTE_302}This Course is designed according to the syllabus of '302: Electronic Devices and Circuits' paper of MPBTE. This Course comprises of 74 Topics. 180 Outcomes are taught in approx 54 hours.{/ifingroup}{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Basic Electronics' paper of MPBTE. This Course comprises of 74 Topics. 188 Outcomes are taught in approx 54 hours.{/ifingroup}{ifingroup PBBTE_2.4}This Course is designed according to the syllabus of '2.4: Basic Electronics' paper of PBBTE. This Course comprises of 56 Topics. 131 Outcomes are taught in approx 42 hours.{/ifingroup}{ifingroup PBBTE_3.2}This Course is designed according to the syllabus of '3.2: Analog Electronics' paper of PBBTE. This Course comprises of 56 Topics. 132 Outcomes are taught in approx 43 hours.{/ifingroup}{ifingroup RJBTE_EE-201}This Course is designed according to the syllabus of 'EE-201: Basic Electronics' paper of RJBTE. This Course comprises of 81 Topics. 215 Outcomes are taught in approx 61 hours.{/ifingroup}{ifingroup RJBTE_EF-204}This Course is designed according to the syllabus of 'EF-204: Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 75 Topics. 161 Outcomes are taught in approx 56 hours.{/ifingroup}{ifingroup RJBTE_EL-204}This Course is designed according to the syllabus of 'EL-204: Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 75 Topics. 161 Outcomes are taught in approx 56 hours.{/ifingroup}{ifingroup RJBTE_CS-204}This Course is designed according to the syllabus of 'CS-204: Basics of Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 63 Topics. 142 Outcomes are taught in approx 51 hours.{/ifingroup}{ifingroup UPBTE_2.5-ECD}This Course is designed according to the syllabus of '2.5-ECD: Electronic Components and Devices' paper of UPBTE. This Course comprises of 67 Topics. 141 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup UPBTE_2.5-AE}This Course is designed according to the syllabus of '2.5-AE: Analog Electronics' paper of UPBTE. This Course comprises of 56 Topics. 127 Outcomes are taught in approx 44 hours.{/ifingroup}{ifingroup WBBTE_EEE-AE1-S3}This Course is designed according to the syllabus of 'EEE-AE1-S3: Analog Electronics-1' paper of WBBTE. This Course comprises of 79 Topics. 186 Outcomes are taught in approx 63 hours.{/ifingroup}{ifingroup WBBTE_ETCE-AE1-S3}This Course is designed according to the syllabus of 'ETCE-AE1-S3: Analog Electronics-1' paper of WBBTE. This Course comprises of 79 Topics. 186 Outcomes are taught in approx 63 hours.{/ifingroup}{ifingroup WBBTE_EE-S3-BE}This Course is designed according to the syllabus of 'EE-S3-BE: Basic Electronics' paper of WBBTE. This Course comprises of 52 Topics. 133 Outcomes are taught in approx 41 hours.{/ifingroup}{ifingroup WBBTE_1}This Course is designed according to the syllabus of '1: Fundamentals of Electronics' paper of WBBTE. This Course comprises of 55 Topics. 108 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup WBBTE_EDC}This Course is designed according to the syllabus of 'EDC: Electronics Devices & Circuits' paper of WBBTE. This Course comprises of 71 Topics. 161 Outcomes are taught in approx 46 hours.{/ifingroup}{ifingroup WBBTE_CST-3-306}This Course is designed according to the syllabus of 'CST-3-306: Electronics Devices & Circuits' paper of WBBTE. This Course comprises of 71 Topics. 161 Outcomes are taught in approx 46 hours.{/ifingroup},{ifingroup DLBTE_ES-123}This Course is designed according to the syllabus of 'ES-123: Electronic Devices and Circuits – I' paper of DLBTE. This Course comprises of 60 Topics. 137 Outcomes are taught in approx 48 hours.{/ifingroup}{ifingroup DLBTE_3}This Course is designed according to the syllabus of '3: Basic Electronics' paper of DLBTE. This Course comprises of 76 Topics. 178 Outcomes are taught in approx 54 hours.{/ifingroup}{ifingroup DLBTE_EE-332}This Course is designed according to the syllabus of 'EE-332: Basic Electronics' paper of DLBTE. This Course comprises of 50 Topics. 112 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup GJBTE_3321101}This Course is designed according to the syllabus of '3321101: Electronic Circuits and Applications' paper of GJBTE. This Course comprises of 53 Topics. 112 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup GJBTE_3330905}This Course is designed according to the syllabus of '3330905: Electronic Components and Circuits' paper of GJBTE. This Course comprises of 63 Topics. 149 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup GJBTE_3320701}This Course is designed according to the syllabus of '3320701: Basic Electronics' paper of GJBTE. This Course comprises of 45 Topics. 113 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup MHBTE_22216}This Course is designed according to the syllabus of '22216: Basic Electronics' paper of MHBTE. This Course comprises of 54 Topics. 118 Outcomes are taught in approx 41 hours.{/ifingroup}{ifingroup MHBTE_22213}This Course is designed according to the syllabus of '22213: Elements of Electronics' paper of MHBTE. This Course comprises of 41 Topics. 112 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup MHBTE_22225}This Course is designed according to the syllabus of '22225: Basic Electronics' paper of MHBTE. This Course comprises of 58 Topics. 142 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup MPBTE_302}This Course is designed according to the syllabus of '302: Electronic Devices and Circuits' paper of MPBTE. This Course comprises of 74 Topics. 180 Outcomes are taught in approx 54 hours.{/ifingroup}{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Basic Electronics' paper of MPBTE. This Course comprises of 74 Topics. 188 Outcomes are taught in approx 54 hours.{/ifingroup}{ifingroup PBBTE_2.4}This Course is designed according to the syllabus of '2.4: Basic Electronics' paper of PBBTE. This Course comprises of 56 Topics. 131 Outcomes are taught in approx 42 hours.{/ifingroup}{ifingroup PBBTE_3.2}This Course is designed according to the syllabus of '3.2: Analog Electronics' paper of PBBTE. This Course comprises of 56 Topics. 132 Outcomes are taught in approx 43 hours.{/ifingroup}{ifingroup RJBTE_EE-201}This Course is designed according to the syllabus of 'EE-201: Basic Electronics' paper of RJBTE. This Course comprises of 81 Topics. 215 Outcomes are taught in approx 61 hours.{/ifingroup}{ifingroup RJBTE_EF-204}This Course is designed according to the syllabus of 'EF-204: Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 75 Topics. 161 Outcomes are taught in approx 56 hours.{/ifingroup}{ifingroup RJBTE_EL-204}This Course is designed according to the syllabus of 'EL-204: Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 75 Topics. 161 Outcomes are taught in approx 56 hours.{/ifingroup}{ifingroup RJBTE_CS-204}This Course is designed according to the syllabus of 'CS-204: Basics of Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 63 Topics. 142 Outcomes are taught in approx 51 hours.{/ifingroup}{ifingroup UPBTE_2.5}This Course is designed according to the syllabus of '2.5: Electronic Components and Devices' paper of UPBTE. This Course comprises of 67 Topics. 141 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup UPBTE_2.5}This Course is designed according to the syllabus of '2.5: Analog Electronics' paper of UPBTE. This Course comprises of 56 Topics. 127 Outcomes are taught in approx 44 hours.{/ifingroup}{ifingroup WBBTE_EEE-AE1-S3}This Course is designed according to the syllabus of 'EEE-AE1-S3: Analog Electronics-1' paper of WBBTE. This Course comprises of 79 Topics. 186 Outcomes are taught in approx 63 hours.{/ifingroup}{ifingroup WBBTE_ETCE-AE1-S3}This Course is designed according to the syllabus of 'ETCE-AE1-S3: Analog Electronics-1' paper of WBBTE. This Course comprises of 79 Topics. 186 Outcomes are taught in approx 63 hours.{/ifingroup}{ifingroup WBBTE_EE-S3-BE}This Course is designed according to the syllabus of 'EE-S3-BE: Basic Electronics' paper of WBBTE. This Course comprises of 52 Topics. 133 Outcomes are taught in approx 41 hours.{/ifingroup}{ifingroup WBBTE_1}This Course is designed according to the syllabus of '1: Fundamentals of Electronics' paper of WBBTE. This Course comprises of 55 Topics. 108 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup WBBTE_EDC}This Course is designed according to the syllabus of 'EDC: Electronics Devices & Circuits' paper of WBBTE. This Course comprises of 71 Topics. 161 Outcomes are taught in approx 46 hours.{/ifingroup}{ifingroup WBBTE_CST-3-306}This Course is designed according to the syllabus of 'CST-3-306: Electronics Devices & Circuits' paper of WBBTE. This Course comprises of 71 Topics. 161 Outcomes are taught in approx 46 hours.{/ifingroup}
,,,DLBTE,3,DLBTE_3,Basic Electronics,76,178,54,193,26,{ifingroup DLBTE_3}This Course is designed according to the syllabus of '3: Basic Electronics' paper of DLBTE. This Course comprises of 76 Topics. 178 Outcomes are taught in approx 54 hours.{/ifingroup},,
,,,DLBTE,EE-332,DLBTE_EE-332,Basic Electronics,50,112,38,124,18,{ifingroup DLBTE_EE-332}This Course is designed according to the syllabus of 'EE-332: Basic Electronics' paper of DLBTE. This Course comprises of 50 Topics. 112 Outcomes are taught in approx 38 hours.{/ifingroup},,
,,,GJBTE,3321101,GJBTE_3321101,Electronic Circuits and Applications,53,112,31,117,17,{ifingroup GJBTE_3321101}This Course is designed according to the syllabus of '3321101: Electronic Circuits and Applications' paper of GJBTE. This Course comprises of 53 Topics. 112 Outcomes are taught in approx 31 hours.{/ifingroup},,
,,,GJBTE,3330905,GJBTE_3330905,Electronic Components and Circuits,63,149,45,163,20,{ifingroup GJBTE_3330905}This Course is designed according to the syllabus of '3330905: Electronic Components and Circuits' paper of GJBTE. This Course comprises of 63 Topics. 149 Outcomes are taught in approx 45 hours.{/ifingroup},,
,,,GJBTE,3320701,GJBTE_3320701,Basic Electronics,45,113,36,113,15,{ifingroup GJBTE_3320701}This Course is designed according to the syllabus of '3320701: Basic Electronics' paper of GJBTE. This Course comprises of 45 Topics. 113 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,MHBTE,22216,MHBTE_22216,Basic Electronics,54,118,41,139,21,{ifingroup MHBTE_22216}This Course is designed according to the syllabus of '22216: Basic Electronics' paper of MHBTE. This Course comprises of 54 Topics. 118 Outcomes are taught in approx 41 hours.{/ifingroup},,
,,,MHBTE,22213,MHBTE_22213,Elements of Electronics,41,112,33,113,14,{ifingroup MHBTE_22213}This Course is designed according to the syllabus of '22213: Elements of Electronics' paper of MHBTE. This Course comprises of 41 Topics. 112 Outcomes are taught in approx 33 hours.{/ifingroup},,
,,,MHBTE,22225,MHBTE_22225,Basic Electronics,58,142,45,158,22,{ifingroup MHBTE_22225}This Course is designed according to the syllabus of '22225: Basic Electronics' paper of MHBTE. This Course comprises of 58 Topics. 142 Outcomes are taught in approx 45 hours.{/ifingroup},,
,,,MPBTE,302,MPBTE_302,Electronic Devices and Circuits,74,180,54,195,24,{ifingroup MPBTE_302}This Course is designed according to the syllabus of '302: Electronic Devices and Circuits' paper of MPBTE. This Course comprises of 74 Topics. 180 Outcomes are taught in approx 54 hours.{/ifingroup},,
,,,MPBTE,305,MPBTE_305,Basic Electronics,74,188,54,191,23,{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Basic Electronics' paper of MPBTE. This Course comprises of 74 Topics. 188 Outcomes are taught in approx 54 hours.{/ifingroup},,
,,,PBBTE,2.4,PBBTE_2.4,Basic Electronics,56,131,42,150,21,{ifingroup PBBTE_2.4}This Course is designed according to the syllabus of '2.4: Basic Electronics' paper of PBBTE. This Course comprises of 56 Topics. 131 Outcomes are taught in approx 42 hours.{/ifingroup},,
,,,PBBTE,3.2,PBBTE_3.2,Analog Electronics,56,132,43,148,21,{ifingroup PBBTE_3.2}This Course is designed according to the syllabus of '3.2: Analog Electronics' paper of PBBTE. This Course comprises of 56 Topics. 132 Outcomes are taught in approx 43 hours.{/ifingroup},,
,,,RJBTE,EE-201,RJBTE_EE-201,Basic Electronics,81,215,61,216,26,{ifingroup RJBTE_EE-201}This Course is designed according to the syllabus of 'EE-201: Basic Electronics' paper of RJBTE. This Course comprises of 81 Topics. 215 Outcomes are taught in approx 61 hours.{/ifingroup},,
,,,RJBTE,EF-204,RJBTE_EF-204,Electronic Devices and Circuits,75,161,56,185,28,{ifingroup RJBTE_EF-204}This Course is designed according to the syllabus of 'EF-204: Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 75 Topics. 161 Outcomes are taught in approx 56 hours.{/ifingroup},,
,,,RJBTE,EL-204,RJBTE_EL-204,Electronic Devices and Circuits,75,161,56,185,28,{ifingroup RJBTE_EL-204}This Course is designed according to the syllabus of 'EL-204: Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 75 Topics. 161 Outcomes are taught in approx 56 hours.{/ifingroup},,
,,,RJBTE,CS-204,RJBTE_CS-204,Basics of Electronic Devices and Circuits,63,142,51,161,25,{ifingroup RJBTE_CS-204}This Course is designed according to the syllabus of 'CS-204: Basics of Electronic Devices and Circuits' paper of RJBTE. This Course comprises of 63 Topics. 142 Outcomes are taught in approx 51 hours.{/ifingroup},,
,,,UPBTE,2.5-ECD,UPBTE_2.5-ECD,Electronic Components and Devices,67,141,45,159,24,{ifingroup UPBTE_2.5-ECD}This Course is designed according to the syllabus of '2.5-ECD: Electronic Components and Devices' paper of UPBTE. This Course comprises of 67 Topics. 141 Outcomes are taught in approx 45 hours.{/ifingroup},,
,,,UPBTE,2.5-AE,UPBTE_2.5-AE,Analog Electronics,56,127,44,145,21,{ifingroup UPBTE_2.5-AE}This Course is designed according to the syllabus of '2.5-AE: Analog Electronics' paper of UPBTE. This Course comprises of 56 Topics. 127 Outcomes are taught in approx 44 hours.{/ifingroup},,
,,,WBBTE,EEE-AE1-S3,WBBTE_EEE-AE1-S3,Analog Electronics-1,79,186,63,201,29,{ifingroup WBBTE_EEE-AE1-S3}This Course is designed according to the syllabus of 'EEE-AE1-S3: Analog Electronics-1' paper of WBBTE. This Course comprises of 79 Topics. 186 Outcomes are taught in approx 63 hours.{/ifingroup},,
,,,WBBTE,ETCE-AE1-S3,WBBTE_ETCE-AE1-S3,Analog Electronics-1,79,186,63,201,29,{ifingroup WBBTE_ETCE-AE1-S3}This Course is designed according to the syllabus of 'ETCE-AE1-S3: Analog Electronics-1' paper of WBBTE. This Course comprises of 79 Topics. 186 Outcomes are taught in approx 63 hours.{/ifingroup},,
,,,WBBTE,EE-S3-BE,WBBTE_EE-S3-BE,Basic Electronics,52,133,41,147,19,{ifingroup WBBTE_EE-S3-BE}This Course is designed according to the syllabus of 'EE-S3-BE: Basic Electronics' paper of WBBTE. This Course comprises of 52 Topics. 133 Outcomes are taught in approx 41 hours.{/ifingroup},,
,,,WBBTE,1,WBBTE_1,Fundamentals of Electronics,55,108,37,127,17,{ifingroup WBBTE_1}This Course is designed according to the syllabus of '1: Fundamentals of Electronics' paper of WBBTE. This Course comprises of 55 Topics. 108 Outcomes are taught in approx 37 hours.{/ifingroup},,
,,,WBBTE,EDC,WBBTE_EDC,Electronics Devices & Circuits,71,161,46,179,22,{ifingroup WBBTE_EDC}This Course is designed according to the syllabus of 'EDC: Electronics Devices & Circuits' paper of WBBTE. This Course comprises of 71 Topics. 161 Outcomes are taught in approx 46 hours.{/ifingroup},,
,,,WBBTE,CST-3-306,WBBTE_CST-3-306,Electronics Devices & Circuits,71,161,46,179,22,{ifingroup WBBTE_CST-3-306}This Course is designed according to the syllabus of 'CST-3-306: Electronics Devices & Circuits' paper of WBBTE. This Course comprises of 71 Topics. 161 Outcomes are taught in approx 46 hours.{/ifingroup},,
4,Network Analysis and Synthesis,v2ldt-nas,DLBTE,EX-332,DLBTE_EX-332,"Network, Filters & Transmission Lines",20,19,8,22,4,"{ifingroup DLBTE_EX-332}This Course is designed according to the syllabus of 'EX-332: Network, Filters & Transmission Lines' paper of DLBTE. This Course comprises of 20 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}","{ifingroup DLBTE_EX-332}This Course is designed according to the syllabus of 'EX-332: Network, Filters & Transmission Lines' paper of DLBTE. This Course comprises of 20 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}{ifingroup DLBTE_IC-331}This Course is designed according to the syllabus of 'IC-331: Network Analysis' paper of DLBTE. This Course comprises of 61 Topics. 150 Outcomes are taught in approx 42 hours.{/ifingroup}{ifingroup GJBTE_3321102}This Course is designed according to the syllabus of '3321102: Electronic Networks' paper of GJBTE. This Course comprises of 32 Topics. 85 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup GJBTE_3330901}This Course is designed according to the syllabus of '3330901: AC Circuits' paper of GJBTE. This Course comprises of 19 Topics. 42 Outcomes are taught in approx 12 hours.{/ifingroup}{ifingroup HRBTE_3.5}This Course is designed according to the syllabus of '3.5: Network, Filters & Transmission Lines' paper of HRBTE. This Course comprises of 21 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}{ifingroup MHBTE_22330}This Course is designed according to the syllabus of '22330: Electric Circuits and Networks' paper of MHBTE. This Course comprises of 24 Topics. 74 Outcomes are taught in approx 17 hours.{/ifingroup}{ifingroup MHBTE_22324}This Course is designed according to the syllabus of '22324: Electrical Circuits' paper of MHBTE. This Course comprises of 30 Topics. 77 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup MPBTE_304}This Course is designed according to the syllabus of '304: Network Analysis' paper of MPBTE. This Course comprises of 46 Topics. 128 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup MPBTE_302}This Course is designed according to the syllabus of '302: Electrical Circuits' paper of MPBTE. This Course comprises of 26 Topics. 74 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup PBBTE_4.1}This Course is designed according to the syllabus of '4.1: Network, Filters & Transmission Lines' paper of PBBTE. This Course comprises of 20 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}{ifingroup RJBTE_EE-205}This Course is designed according to the syllabus of 'EE-205: Electrical Circuit Theory' paper of RJBTE. This Course comprises of 32 Topics. 90 Outcomes are taught in approx 22 hours.{/ifingroup}{ifingroup RJBTE_EF-202}This Course is designed according to the syllabus of 'EF-202: Circuit Analysis' paper of RJBTE. This Course comprises of 35 Topics. 100 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup RJBTE_EL-202}This Course is designed according to the syllabus of 'EL-202: Circuit Analysis' paper of RJBTE. This Course comprises of 35 Topics. 100 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup WBBTE_ETCE-NA-S3}This Course is designed according to the syllabus of 'ETCE-NA-S3: Network Analysis' paper of WBBTE. This Course comprises of 45 Topics. 92 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup WBBTE_EE-S3-CTN}This Course is designed according to the syllabus of 'EE-S3-CTN: Electrical Circuit & Network' paper of WBBTE. This Course comprises of 40 Topics. 110 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup WBBTE_EEE-ECN-S3}This Course is designed according to the syllabus of 'EEE-ECN-S3: Electrical Circuit & Network' paper of WBBTE. This Course comprises of 40 Topics. 110 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup WBBTE_2}This Course is designed according to the syllabus of '2: Circuit Theory' paper of WBBTE. This Course comprises of 36 Topics. 99 Outcomes are taught in approx 28 hours.{/ifingroup}","{ifingroup DLBTE_EX-332}This Course is designed according to the syllabus of 'EX-332: Network, Filters & Transmission Lines' paper of DLBTE. This Course comprises of 20 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}{ifingroup DLBTE_IC-331}This Course is designed according to the syllabus of 'IC-331: Network Analysis' paper of DLBTE. This Course comprises of 61 Topics. 150 Outcomes are taught in approx 42 hours.{/ifingroup}{ifingroup GJBTE_3321102}This Course is designed according to the syllabus of '3321102: Electronic Networks' paper of GJBTE. This Course comprises of 32 Topics. 85 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup GJBTE_3330901}This Course is designed according to the syllabus of '3330901: AC Circuits' paper of GJBTE. This Course comprises of 19 Topics. 42 Outcomes are taught in approx 12 hours.{/ifingroup}{ifingroup HRBTE_3.5}This Course is designed according to the syllabus of '3.5: Network, Filters & Transmission Lines' paper of HRBTE. This Course comprises of 21 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}{ifingroup MHBTE_22330}This Course is designed according to the syllabus of '22330: Electric Circuits and Networks' paper of MHBTE. This Course comprises of 24 Topics. 74 Outcomes are taught in approx 17 hours.{/ifingroup}{ifingroup MHBTE_22324}This Course is designed according to the syllabus of '22324: Electrical Circuits' paper of MHBTE. This Course comprises of 30 Topics. 77 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup MPBTE_304}This Course is designed according to the syllabus of '304: Network Analysis' paper of MPBTE. This Course comprises of 46 Topics. 128 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup MPBTE_302}This Course is designed according to the syllabus of '302: Electrical Circuits' paper of MPBTE. This Course comprises of 26 Topics. 74 Outcomes are taught in approx 19 hours.{/ifingroup}{ifingroup PBBTE_4.1}This Course is designed according to the syllabus of '4.1: Network, Filters & Transmission Lines' paper of PBBTE. This Course comprises of 20 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}{ifingroup RJBTE_EE-205}This Course is designed according to the syllabus of 'EE-205: Electrical Circuit Theory' paper of RJBTE. This Course comprises of 32 Topics. 90 Outcomes are taught in approx 22 hours.{/ifingroup}{ifingroup RJBTE_EF-202}This Course is designed according to the syllabus of 'EF-202: Circuit Analysis' paper of RJBTE. This Course comprises of 35 Topics. 100 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup RJBTE_EL-202}This Course is designed according to the syllabus of 'EL-202: Circuit Analysis' paper of RJBTE. This Course comprises of 35 Topics. 100 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup WBBTE_ETCE-NA-S3}This Course is designed according to the syllabus of 'ETCE-NA-S3: Network Analysis' paper of WBBTE. This Course comprises of 45 Topics. 92 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup WBBTE_EE-S3-CTN}This Course is designed according to the syllabus of 'EE-S3-CTN: Electrical Circuit & Network' paper of WBBTE. This Course comprises of 40 Topics. 110 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup WBBTE_EEE-ECN-S3}This Course is designed according to the syllabus of 'EEE-ECN-S3: Electrical Circuit & Network' paper of WBBTE. This Course comprises of 40 Topics. 110 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup WBBTE_2}This Course is designed according to the syllabus of '2: Circuit Theory' paper of WBBTE. This Course comprises of 36 Topics. 99 Outcomes are taught in approx 28 hours.{/ifingroup}"
,,,DLBTE,IC-331,DLBTE_IC-331,Network Analysis,61,150,42,156,30,{ifingroup DLBTE_IC-331}This Course is designed according to the syllabus of 'IC-331: Network Analysis' paper of DLBTE. This Course comprises of 61 Topics. 150 Outcomes are taught in approx 42 hours.{/ifingroup},,
,,,GJBTE,3321102,GJBTE_3321102,Electronic Networks,32,85,23,98,18,{ifingroup GJBTE_3321102}This Course is designed according to the syllabus of '3321102: Electronic Networks' paper of GJBTE. This Course comprises of 32 Topics. 85 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,GJBTE,3330901,GJBTE_3330901,AC Circuits,19,42,12,49,9,{ifingroup GJBTE_3330901}This Course is designed according to the syllabus of '3330901: AC Circuits' paper of GJBTE. This Course comprises of 19 Topics. 42 Outcomes are taught in approx 12 hours.{/ifingroup},,
,,,HRBTE,3.5,HRBTE_3.5,"Network, Filters & Transmission Lines",21,19,8,22,4,"{ifingroup HRBTE_3.5}This Course is designed according to the syllabus of '3.5: Network, Filters & Transmission Lines' paper of HRBTE. This Course comprises of 21 Topics. 19 Outcomes are taught in approx 8 hours.{/ifingroup}",,
,,,MHBTE,22330,MHBTE_22330,Electric Circuits and Networks,24,74,17,75,14,{ifingroup MHBTE_22330}This Course is designed according to the syllabus of '22330: Electric Circuits and Networks' paper of MHBTE. This Course comprises of 24 Topics. 74 Outcomes are taught in approx 17 hours.{/ifingroup},,
