S.N,Subject Name,Password,University short name,Paper code,Group Name,University Subject Name,# Topics,# CLOs,CLO time,# PLOs,PLO Time,# GPSM,# GLOs,GLO Time,LABEL FORMULA,CLUSTER,VALUE
2,Control System (VEGECCS),v2lbt-control,AKTU,RIC603,AKTU_RIC603,Control System-I,33,81,34,77,18,10,23,4,"{ifingroup AKTU_RIC603}Course for 'RIC603: Control System-I' paper of AKTU. Comprises 81 Outcomes within 33 Topics, taught over 34 hours.{/ifingroup}","{ifingroup AKTU_RIC603}Course for 'RIC603: Control System-I' paper of AKTU. Comprises 81 Outcomes within 33 Topics, taught over 34 hours.{/ifingroup}{ifingroup AKTU_REE503}Course for 'REE503: Control system' paper of AKTU. Comprises 102 Outcomes within 38 Topics, taught over 39 hours.{/ifingroup}{ifingroup DBATU_BTEXC405S}Course for 'BTEXC405S: Control System Engineering' paper of DBATU. Comprises 94 Outcomes within 39 Topics, taught over 37 hours.{/ifingroup}{ifingroup DBATU_BTEXC502}Course for 'BTEXC502: Control Systems Engineering' paper of DBATU. Comprises 104 Outcomes within 38 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTEINE-505A}Course for 'BTEINE-505A: Control System components and analysis' paper of DBATU. Comprises 67 Outcomes within 25 Topics, taught over 29 hours.{/ifingroup}{ifingroup DBATU_BTINC-402}Course for 'BTINC-402: Feedback Control System' paper of DBATU. Comprises 67 Outcomes within 25 Topics, taught over 29 hours.{/ifingroup}{ifingroup DBATU_BTEEC-601}Course for 'BTEEC-601: Control System' paper of DBATU. Comprises 88 Outcomes within 32 Topics, taught over 36 hours.{/ifingroup}{ifingroup GGSIPU_ETEE-212}Course for 'ETEE-212: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}{ifingroup GGSIPU_ETEE-429}Course for 'ETEE-429: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}{ifingroup GGSIPU_ETEL-307}Course for 'ETEL-307: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}{ifingroup GTU_3131101}Course for '3131101: Control Systems' paper of GTU. Comprises 92 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}{ifingroup GTU_3130905}Course for '3130905: Control System Theory' paper of GTU. Comprises 91 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}{ifingroup GTU_3130905}Course for '3130905: Control System Theory' paper of GTU. Comprises 91 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTEC-504-18}Course for 'BTEC-504-18: Control Systems' paper of IKGPTU. Comprises 92 Outcomes within 38 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_EC601}Course for 'EC601: Control System' paper of JCBUST. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup JCBUST_EI401}Course for 'EI401: Control System Engineering' paper of JCBUST. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup JCBUST_ELPC-502}Course for 'ELPC-502: Control Systems' paper of JCBUST. Comprises 91 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_EC601}Course for 'EC601: Control System and Instrumentation' paper of MAKAUT. Comprises 92 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_PC-EI501}Course for 'PC-EI501: Control System' paper of MAKAUT. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup MAKAUT_PC-IC-404}Course for 'PC-IC-404: Control System - I' paper of MAKAUT. Comprises 88 Outcomes within 34 Topics, taught over 35 hours.{/ifingroup}{ifingroup MAKAUT_PC-IC-503}Course for 'PC-IC-503: Control Systems - II' paper of MAKAUT. Comprises 14 Outcomes within 13 Topics, taught over 5 hours.{/ifingroup}{ifingroup MRSPTU_BECE1-625}Course for 'BECE1-625: Linear Control System' paper of MRSPTU. Comprises 81 Outcomes within 31 Topics, taught over 34 hours.{/ifingroup}{ifingroup MRSPTU_BECE3-409}Course for 'BECE3-409: Linear Control System' paper of MRSPTU. Comprises 81 Outcomes within 29 Topics, taught over 34 hours.{/ifingroup}{ifingroup MRSPTU_BEEE1-410}Course for 'BEEE1-410: Linear Control System' paper of MRSPTU. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup MRSPTU_BELE1-411}Course for 'BELE1-411: Linear Control System' paper of MRSPTU. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup RGPV_EC404}Course for 'EC404: Control System' paper of RGPV. Comprises 102 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup RGPV_EI-503-C}Course for 'EI-503-C: Control System' paper of RGPV. Comprises 89 Outcomes within 35 Topics, taught over 36 hours.{/ifingroup}{ifingroup RGPV_EE405}Course for 'EE405: Control System' paper of RGPV. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup RGPV_EX405}Course for 'EX405: Control System' paper of RGPV. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup RTU_5EC4-03}Course for '5EC4-03: Control system' paper of RTU. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup RTU_5EI4-03}Course for '5EI4-03: Control System-I' paper of RTU. Comprises 82 Outcomes within 30 Topics, taught over 34 hours.{/ifingroup}{ifingroup RTU_5EX4-03}Course for '5EX4-03: Control System' paper of RTU. Comprises 91 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}","{ifingroup AKTU_RIC603}Course for 'RIC603: Control System-I' paper of AKTU. Comprises 81 Outcomes within 33 Topics, taught over 34 hours.{/ifingroup}{ifingroup AKTU_REE503}Course for 'REE503: Control system' paper of AKTU. Comprises 102 Outcomes within 38 Topics, taught over 39 hours.{/ifingroup}{ifingroup DBATU_BTEXC405S}Course for 'BTEXC405S: Control System Engineering' paper of DBATU. Comprises 94 Outcomes within 39 Topics, taught over 37 hours.{/ifingroup}{ifingroup DBATU_BTEXC502}Course for 'BTEXC502: Control Systems Engineering' paper of DBATU. Comprises 104 Outcomes within 38 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTEINE-505A}Course for 'BTEINE-505A: Control System components and analysis' paper of DBATU. Comprises 67 Outcomes within 25 Topics, taught over 29 hours.{/ifingroup}{ifingroup DBATU_BTINC-402}Course for 'BTINC-402: Feedback Control System' paper of DBATU. Comprises 67 Outcomes within 25 Topics, taught over 29 hours.{/ifingroup}{ifingroup DBATU_BTEEC-601}Course for 'BTEEC-601: Control System' paper of DBATU. Comprises 88 Outcomes within 32 Topics, taught over 36 hours.{/ifingroup}{ifingroup GGSIPU_ETEE-212}Course for 'ETEE-212: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}{ifingroup GGSIPU_ETEE-429}Course for 'ETEE-429: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}{ifingroup GGSIPU_ETEL-307}Course for 'ETEL-307: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}{ifingroup GTU_3131101}Course for '3131101: Control Systems' paper of GTU. Comprises 92 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}{ifingroup GTU_3130905}Course for '3130905: Control System Theory' paper of GTU. Comprises 91 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}{ifingroup GTU_3130905}Course for '3130905: Control System Theory' paper of GTU. Comprises 91 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTEC-504-18}Course for 'BTEC-504-18: Control Systems' paper of IKGPTU. Comprises 92 Outcomes within 38 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_EC601}Course for 'EC601: Control System' paper of JCBUST. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup JCBUST_EI401}Course for 'EI401: Control System Engineering' paper of JCBUST. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup JCBUST_ELPC-502}Course for 'ELPC-502: Control Systems' paper of JCBUST. Comprises 91 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_EC601}Course for 'EC601: Control System and Instrumentation' paper of MAKAUT. Comprises 92 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_PC-EI501}Course for 'PC-EI501: Control System' paper of MAKAUT. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup MAKAUT_PC-IC-404}Course for 'PC-IC-404: Control System - I' paper of MAKAUT. Comprises 88 Outcomes within 34 Topics, taught over 35 hours.{/ifingroup}{ifingroup MAKAUT_PC-IC-503}Course for 'PC-IC-503: Control Systems - II' paper of MAKAUT. Comprises 14 Outcomes within 13 Topics, taught over 5 hours.{/ifingroup}{ifingroup MRSPTU_BECE1-625}Course for 'BECE1-625: Linear Control System' paper of MRSPTU. Comprises 81 Outcomes within 31 Topics, taught over 34 hours.{/ifingroup}{ifingroup MRSPTU_BECE3-409}Course for 'BECE3-409: Linear Control System' paper of MRSPTU. Comprises 81 Outcomes within 29 Topics, taught over 34 hours.{/ifingroup}{ifingroup MRSPTU_BEEE1-410}Course for 'BEEE1-410: Linear Control System' paper of MRSPTU. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup MRSPTU_BELE1-411}Course for 'BELE1-411: Linear Control System' paper of MRSPTU. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup RGPV_EC404}Course for 'EC404: Control System' paper of RGPV. Comprises 102 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup RGPV_EI-503-C}Course for 'EI-503-C: Control System' paper of RGPV. Comprises 89 Outcomes within 35 Topics, taught over 36 hours.{/ifingroup}{ifingroup RGPV_EE405}Course for 'EE405: Control System' paper of RGPV. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup RGPV_EX405}Course for 'EX405: Control System' paper of RGPV. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}{ifingroup RTU_5EC4-03}Course for '5EC4-03: Control system' paper of RTU. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}{ifingroup RTU_5EI4-03}Course for '5EI4-03: Control System-I' paper of RTU. Comprises 82 Outcomes within 30 Topics, taught over 34 hours.{/ifingroup}{ifingroup RTU_5EX4-03}Course for '5EX4-03: Control System' paper of RTU. Comprises 91 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}"
,,,AKTU,REE503,AKTU_REE503,Control system,38,102,39,92,21,12,29,5,"{ifingroup AKTU_REE503}Course for 'REE503: Control system' paper of AKTU. Comprises 102 Outcomes within 38 Topics, taught over 39 hours.{/ifingroup}",,
,,,DBATU,BTEXC405S,DBATU_BTEXC405S,Control System Engineering,39,94,37,89,19,11,25,4,"{ifingroup DBATU_BTEXC405S}Course for 'BTEXC405S: Control System Engineering' paper of DBATU. Comprises 94 Outcomes within 39 Topics, taught over 37 hours.{/ifingroup}",,
,,,DBATU,BTEXC502,DBATU_BTEXC502,Control Systems Engineering,38,104,40,94,22,13,31,5,"{ifingroup DBATU_BTEXC502}Course for 'BTEXC502: Control Systems Engineering' paper of DBATU. Comprises 104 Outcomes within 38 Topics, taught over 40 hours.{/ifingroup}",,
,,,DBATU,BTEINE-505A,DBATU_BTEINE-505A,Control System components and analysis,25,67,29,60,14,8,18,4,"{ifingroup DBATU_BTEINE-505A}Course for 'BTEINE-505A: Control System components and analysis' paper of DBATU. Comprises 67 Outcomes within 25 Topics, taught over 29 hours.{/ifingroup}",,
,,,DBATU,BTINC-402,DBATU_BTINC-402,Feedback Control System,25,67,29,60,14,8,18,4,"{ifingroup DBATU_BTINC-402}Course for 'BTINC-402: Feedback Control System' paper of DBATU. Comprises 67 Outcomes within 25 Topics, taught over 29 hours.{/ifingroup}",,
,,,DBATU,BTEEC-601,DBATU_BTEEC-601,Control System,32,88,36,85,19,11,25,4,"{ifingroup DBATU_BTEEC-601}Course for 'BTEEC-601: Control System' paper of DBATU. Comprises 88 Outcomes within 32 Topics, taught over 36 hours.{/ifingroup}",,
,,,GGSIPU,ETEE-212,GGSIPU_ETEE-212,Control Systems,32,88,35,75,17,10,24,4,"{ifingroup GGSIPU_ETEE-212}Course for 'ETEE-212: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}",,
,,,GGSIPU,ETEE-429,GGSIPU_ETEE-429,Control Systems,32,88,35,75,17,10,24,4,"{ifingroup GGSIPU_ETEE-429}Course for 'ETEE-429: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}",,
,,,GGSIPU,ETEL-307,GGSIPU_ETEL-307,Control Systems,32,88,35,75,17,10,24,4,"{ifingroup GGSIPU_ETEL-307}Course for 'ETEL-307: Control Systems' paper of GGSIPU. Comprises 88 Outcomes within 32 Topics, taught over 35 hours.{/ifingroup}",,
,,,GTU,3131101,GTU_3131101,Control Systems,32,92,37,85,20,11,27,4,"{ifingroup GTU_3131101}Course for '3131101: Control Systems' paper of GTU. Comprises 92 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}",,
,,,GTU,3130905,GTU_3130905,Control System Theory,32,91,37,81,20,11,28,4,"{ifingroup GTU_3130905}Course for '3130905: Control System Theory' paper of GTU. Comprises 91 Outcomes within 32 Topics, taught over 37 hours.{/ifingroup}",,
,,,IKGPTU,BTEC-504-18,IKGPTU_BTEC-504-18,Control Systems,38,92,37,84,20,12,29,5,"{ifingroup IKGPTU_BTEC-504-18}Course for 'BTEC-504-18: Control Systems' paper of IKGPTU. Comprises 92 Outcomes within 38 Topics, taught over 37 hours.{/ifingroup}",,
,,,JCBUST,EC601,JCBUST_EC601,Control System,40,96,38,88,21,12,29,5,"{ifingroup JCBUST_EC601}Course for 'EC601: Control System' paper of JCBUST. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}",,
,,,JCBUST,EI401,JCBUST_EI401,Control System Engineering,40,96,38,88,21,12,29,5,"{ifingroup JCBUST_EI401}Course for 'EI401: Control System Engineering' paper of JCBUST. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}",,
,,,JCBUST,ELPC-502,JCBUST_ELPC-502,Control Systems,34,91,37,81,20,11,28,4,"{ifingroup JCBUST_ELPC-502}Course for 'ELPC-502: Control Systems' paper of JCBUST. Comprises 91 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}",,
,,,MAKAUT,EC601,MAKAUT_EC601,Control System and Instrumentation,34,92,37,84,20,12,29,5,"{ifingroup MAKAUT_EC601}Course for 'EC601: Control System and Instrumentation' paper of MAKAUT. Comprises 92 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}",,
,,,MAKAUT,PC-EI501,MAKAUT_PC-EI501,Control System,40,96,38,88,21,12,29,5,"{ifingroup MAKAUT_PC-EI501}Course for 'PC-EI501: Control System' paper of MAKAUT. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}",,
,,,MAKAUT,PC-IC-404,MAKAUT_PC-IC-404,Control System - I,34,88,35,75,17,10,24,4,"{ifingroup MAKAUT_PC-IC-404}Course for 'PC-IC-404: Control System - I' paper of MAKAUT. Comprises 88 Outcomes within 34 Topics, taught over 35 hours.{/ifingroup}",,
,,,MAKAUT,PC-IC-503,MAKAUT_PC-IC-503,Control Systems - II,13,14,5,17,4,2,5,1,"{ifingroup MAKAUT_PC-IC-503}Course for 'PC-IC-503: Control Systems - II' paper of MAKAUT. Comprises 14 Outcomes within 13 Topics, taught over 5 hours.{/ifingroup}",,
,,,MRSPTU,BECE1-625,MRSPTU_BECE1-625,Linear Control System,31,81,34,77,18,10,23,4,"{ifingroup MRSPTU_BECE1-625}Course for 'BECE1-625: Linear Control System' paper of MRSPTU. Comprises 81 Outcomes within 31 Topics, taught over 34 hours.{/ifingroup}",,
,,,MRSPTU,BECE3-409,MRSPTU_BECE3-409,Linear Control System,29,81,34,77,18,10,23,4,"{ifingroup MRSPTU_BECE3-409}Course for 'BECE3-409: Linear Control System' paper of MRSPTU. Comprises 81 Outcomes within 29 Topics, taught over 34 hours.{/ifingroup}",,
,,,MRSPTU,BEEE1-410,MRSPTU_BEEE1-410,Linear Control System,36,96,38,88,21,12,29,5,"{ifingroup MRSPTU_BEEE1-410}Course for 'BEEE1-410: Linear Control System' paper of MRSPTU. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}",,
,,,MRSPTU,BELE1-411,MRSPTU_BELE1-411,Linear Control System,36,96,38,88,21,12,29,5,"{ifingroup MRSPTU_BELE1-411}Course for 'BELE1-411: Linear Control System' paper of MRSPTU. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}",,
,,,RGPV,EC404,RGPV_EC404,Control System,36,102,39,92,21,12,29,5,"{ifingroup RGPV_EC404}Course for 'EC404: Control System' paper of RGPV. Comprises 102 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}",,
,,,RGPV,EI-503-C,RGPV_EI-503-C,Control System,35,89,36,80,19,11,27,5,"{ifingroup RGPV_EI-503-C}Course for 'EI-503-C: Control System' paper of RGPV. Comprises 89 Outcomes within 35 Topics, taught over 36 hours.{/ifingroup}",,
,,,RGPV,EE405,RGPV_EE405,Control System,36,96,38,88,21,12,29,5,"{ifingroup RGPV_EE405}Course for 'EE405: Control System' paper of RGPV. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}",,
,,,RGPV,EX405,RGPV_EX405,Control System,36,96,38,88,21,12,29,5,"{ifingroup RGPV_EX405}Course for 'EX405: Control System' paper of RGPV. Comprises 96 Outcomes within 36 Topics, taught over 38 hours.{/ifingroup}",,
,,,RTU,5EC4-03,RTU_5EC4-03,Control system,40,96,38,88,21,12,29,5,"{ifingroup RTU_5EC4-03}Course for '5EC4-03: Control system' paper of RTU. Comprises 96 Outcomes within 40 Topics, taught over 38 hours.{/ifingroup}",,
,,,RTU,5EI4-03,RTU_5EI4-03,Control System-I,30,82,34,71,17,10,24,4,"{ifingroup RTU_5EI4-03}Course for '5EI4-03: Control System-I' paper of RTU. Comprises 82 Outcomes within 30 Topics, taught over 34 hours.{/ifingroup}",,
,,,RTU,5EX4-03,RTU_5EX4-03,Control System,34,91,37,81,20,11,28,4,"{ifingroup RTU_5EX4-03}Course for '5EX4-03: Control System' paper of RTU. Comprises 91 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}",,
3,Electrical Machines (VEGEEEM-I),v2lbt-em,AKTU,KEE402,AKTU_KEE402,Electrical Machines-I,44,100,43,95,13,0,0,0,"{ifingroup AKTU_KEE402}Course for 'KEE402: Electrical Machines-I' paper of AKTU. Comprises 100 Outcomes within 44 Topics, taught over 43 hours.{/ifingroup}","{ifingroup AKTU_KEE402}Course for 'KEE402: Electrical Machines-I' paper of AKTU. Comprises 100 Outcomes within 44 Topics, taught over 43 hours.{/ifingroup}{ifingroup AKTU_RIC053}Course for 'RIC053: Electrical Machines' paper of AKTU. Comprises 110 Outcomes within 51 Topics, taught over 41 hours.{/ifingroup}{ifingroup DBATU_BTEEC401}Course for 'BTEEC401: Electrical Machines-I' paper of DBATU. Comprises 95 Outcomes within 43 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTEXC401}Course for 'BTEXC401: Electrical Machines and Instruments' paper of DBATU. Comprises 97 Outcomes within 54 Topics, taught over 35 hours.{/ifingroup}{ifingroup DBATU_BTESC401}Course for 'BTESC401: Electrical Machines and Instruments' paper of DBATU. Comprises 97 Outcomes within 54 Topics, taught over 35 hours.{/ifingroup}{ifingroup GGSIPU_ETEE-211}Course for 'ETEE-211: Electrical Machines-I' paper of GGSIPU. Comprises 110 Outcomes within 45 Topics, taught over 42 hours.{/ifingroup}{ifingroup GTU_3140913}Course for '3140913: Electrical Machines-I' paper of GTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup IKGPTU_BTEE-303-18}Course for 'BTEE-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTEEE-303-18}Course for 'BTEEE-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTEIC-303-18}Course for 'BTEIC-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_ELPC303}Course for 'ELPC303: Electrical Machines-I' paper of JCBUST. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup MAKAUT_PC-EE-401}Course for 'PC-EE-401: Electrical Machine-I' paper of MAKAUT. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup MAKAUT_PC-EEE-401}Course for 'PC-EEE-401: Electrical Machine-I' paper of MAKAUT. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup MRSPTU_BEEES1-302}Course for 'BEEES1-302: Electrical Machines-I' paper of MRSPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup MRSPTU_BELES1-304}Course for 'BELES1-304: Electrical Machines-I' paper of MRSPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup RGPV_EE402}Course for 'EE402: Electrical Machines-I' paper of RGPV. Comprises 100 Outcomes within 41 Topics, taught over 32 hours.{/ifingroup}{ifingroup RTU_3EE4-07}Course for '3EE4-07: Electrical Machine-I' paper of RTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup RTU_3EX4-07}Course for '3EX4-07: Electrical Machine-I' paper of RTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}","{ifingroup AKTU_KEE402}Course for 'KEE402: Electrical Machines-I' paper of AKTU. Comprises 100 Outcomes within 44 Topics, taught over 43 hours.{/ifingroup}{ifingroup AKTU_RIC053}Course for 'RIC053: Electrical Machines' paper of AKTU. Comprises 110 Outcomes within 51 Topics, taught over 41 hours.{/ifingroup}{ifingroup DBATU_BTEEC401}Course for 'BTEEC401: Electrical Machines-I' paper of DBATU. Comprises 95 Outcomes within 43 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTEXC401}Course for 'BTEXC401: Electrical Machines and Instruments' paper of DBATU. Comprises 97 Outcomes within 54 Topics, taught over 35 hours.{/ifingroup}{ifingroup DBATU_BTESC401}Course for 'BTESC401: Electrical Machines and Instruments' paper of DBATU. Comprises 97 Outcomes within 54 Topics, taught over 35 hours.{/ifingroup}{ifingroup GGSIPU_ETEE-211}Course for 'ETEE-211: Electrical Machines-I' paper of GGSIPU. Comprises 110 Outcomes within 45 Topics, taught over 42 hours.{/ifingroup}{ifingroup GTU_3140913}Course for '3140913: Electrical Machines-I' paper of GTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup IKGPTU_BTEE-303-18}Course for 'BTEE-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTEEE-303-18}Course for 'BTEEE-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTEIC-303-18}Course for 'BTEIC-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_ELPC303}Course for 'ELPC303: Electrical Machines-I' paper of JCBUST. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup MAKAUT_PC-EE-401}Course for 'PC-EE-401: Electrical Machine-I' paper of MAKAUT. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup MAKAUT_PC-EEE-401}Course for 'PC-EEE-401: Electrical Machine-I' paper of MAKAUT. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup MRSPTU_BEEES1-302}Course for 'BEEES1-302: Electrical Machines-I' paper of MRSPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup MRSPTU_BELES1-304}Course for 'BELES1-304: Electrical Machines-I' paper of MRSPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}{ifingroup RGPV_EE402}Course for 'EE402: Electrical Machines-I' paper of RGPV. Comprises 100 Outcomes within 41 Topics, taught over 32 hours.{/ifingroup}{ifingroup RTU_3EE4-07}Course for '3EE4-07: Electrical Machine-I' paper of RTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}{ifingroup RTU_3EX4-07}Course for '3EX4-07: Electrical Machine-I' paper of RTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}"
,,,AKTU,RIC053,AKTU_RIC053,Electrical Machines,51,110,41,111,17,0,0,0,"{ifingroup AKTU_RIC053}Course for 'RIC053: Electrical Machines' paper of AKTU. Comprises 110 Outcomes within 51 Topics, taught over 41 hours.{/ifingroup}",,
,,,DBATU,BTEEC401,DBATU_BTEEC401,Electrical Machines-I,43,95,40,87,13,0,0,0,"{ifingroup DBATU_BTEEC401}Course for 'BTEEC401: Electrical Machines-I' paper of DBATU. Comprises 95 Outcomes within 43 Topics, taught over 40 hours.{/ifingroup}",,
,,,DBATU,BTEXC401,DBATU_BTEXC401,Electrical Machines and Instruments,54,97,35,100,15,0,0,0,"{ifingroup DBATU_BTEXC401}Course for 'BTEXC401: Electrical Machines and Instruments' paper of DBATU. Comprises 97 Outcomes within 54 Topics, taught over 35 hours.{/ifingroup}",,
,,,DBATU,BTESC401,DBATU_BTESC401,Electrical Machines and Instruments,54,97,35,100,15,0,0,0,"{ifingroup DBATU_BTESC401}Course for 'BTESC401: Electrical Machines and Instruments' paper of DBATU. Comprises 97 Outcomes within 54 Topics, taught over 35 hours.{/ifingroup}",,
,,,GGSIPU,ETEE-211,GGSIPU_ETEE-211,Electrical Machines-I,45,110,42,99,13,0,0,0,"{ifingroup GGSIPU_ETEE-211}Course for 'ETEE-211: Electrical Machines-I' paper of GGSIPU. Comprises 110 Outcomes within 45 Topics, taught over 42 hours.{/ifingroup}",,
,,,GTU,3140913,GTU_3140913,Electrical Machines-I,36,79,39,79,12,0,0,0,"{ifingroup GTU_3140913}Course for '3140913: Electrical Machines-I' paper of GTU. Comprises 79 Outcomes within 36 Topics, taught over 39 hours.{/ifingroup}",,
,,,IKGPTU,BTEE-303-18,IKGPTU_BTEE-303-18,Electrical Machines-I,34,75,37,72,11,0,0,0,"{ifingroup IKGPTU_BTEE-303-18}Course for 'BTEE-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}",,
,,,IKGPTU,BTEEE-303-18,IKGPTU_BTEEE-303-18,Electrical Machines-I,34,75,37,72,11,0,0,0,"{ifingroup IKGPTU_BTEEE-303-18}Course for 'BTEEE-303-18: Electrical Machines-I' paper of IKGPTU. Comprises 75 Outcomes within 34 Topics, taught over 37 hours.{/ifingroup}",,
